0,39.234297652
1,39.191654582
2,39.322198015
3,40.1249753985
4,39.4851818708
5,39.0966488587
6,39.9607232342
7,38.6899365367
8,39.4312495035
9,39.4882209586
10,38.6536373507
11,37.6037073025
12,37.4656669883
13,36.7593115124
14,36.8246382583
15,37.3549175321
16,38.0446460547
17,37.1225900327
18,38.4533773429
19,39.2208360692
20,37.5232871041
21,37.5700588263
22,37.9073678469
23,38.3686889159
24,38.321835844
25,39.0890485936
26,39.3379858486
27,39.4951395422
28,38.6102288906
29,39.4045112782
30,39.0165537473
31,39.3290281934
32,39.4689965222
33,37.3508880445
34,37.9146919431
35,37.3055791999
36,36.0700389105
37,36.8443929296
38,36.5921409214
39,37.4384858044
40,38.3024206224
41,39.7136264126
42,38.9052315856
43,39.9071424715
44,39.1630955382
45,38.3349557317
46,38.6762218463
47,39.1521642124
48,39.4171710379
49,38.9457859626
50,38.5195639478
51,39.646130471
52,38.0736603615
53,38.3993631743
54,40.6990759341
55,39.6674764652
56,37.500997367
57,35.9441314916
58,36.5006986835
59,36.6852886406
60,35.3525388056
61,36.2401760453
62,36.6181073922
63,38.0881565642
64,37.6456808199
65,39.1124810981
66,37.260353316
67,38.5484386657
68,37.4784193363
69,36.5587168393
70,36.4667608407
71,37.467214548
72,37.9073525451
73,38.362486731
74,38.4814779904
75,38.3316880553
76,38.3637973233
77,39.2299267969
78,39.4758173467
79,40.1243144424
80,39.1270520501
81,37.2347554166
82,37.5428113386
83,36.555912826
84,36.7430495939
85,36.1829409494
86,35.885316251
87,37.6585059636
88,37.0022371365
89,38.1980261063
90,38.9288047028
91,37.5
92,36.5969675949
93,36.9364500293
94,35.7260654457
95,37.3701355873
96,37.3994820771
97,35.969151169
98,37.428613267
99,38.4280969129
100,37.4304023532
101,38.129028443
102,39.1750489435
103,40.1730897256
104,37.8856015779
105,37.1640046747
106,38.1462708182
107,37.2142552889
108,35.8288395546
109,35.3437311734
110,36.7213936584
111,37.1317434001
112,38.5122938064
113,39.4044786137
114,38.4936992109
115,37.1084337349
116,36.2386691902
117,36.2219968655
118,36.9680389092
119,37.8792590289
120,37.8269617706
121,38.6591862713
122,38.9136544239
123,38.9580131859
124,38.2635441399
125,37.9180347805
126,39.1991428954
127,40.3988183161
128,39.4515425366
129,39.1836734694
130,37.3996431757
131,37.7661795407
132,37.2208610431
133,36.341543514
134,36.0539076768
135,37.4738397144
136,36.7329747943
137,38.3215887252
138,38.9043247161
139,37.3318753417
140,36.6192242157
141,37.2835172955
142,37.6811594203
143,38.4339699678
144,40.031440725
145,38.0664800903
146,37.7128220582
147,39.6224525562
148,39.7181327605
149,40.3599266392
150,39.5300397058
151,39.1351507701
152,39.0352220521
153,39.0196983687
154,37.2609315233
155,37.5913784008
156,36.5925707112
157,36.3077135748
158,36.9662702281
159,38.654039137
160,38.8692124412
161,38.9339291414
162,38.439358443
163,37.8195773201
164,38.5043144775
165,37.7760645776
166,37.8845233433
167,38.1849009459
168,40.0657864681
169,39.6965084198
170,38.7868097408
171,38.5140375368
172,39.287034592
173,39.1179117912
174,39.8807157058
175,38.427621254
176,39.7185363892
177,39.2339218159
178,36.5740021743
179,37.6917945297
180,36.0850258426
181,36.3313362129
182,36.1661945231
183,36.1444229529
184,37.6490417629
185,37.3107692308
186,38.9937824425
187,39.7081618472
188,38.0876698282
189,36.9596267378
190,39.1025926091
191,37.8268343436
192,38.3637881458
193,38.7074928651
194,39.5687228663
195,39.0009356482
196,38.1423254264
197,40.6610982762
198,39.7265892003
199,40.5989525706
200,39.164785553
201,39.0798870619
202,37.7772219443
203,38.2299342366
204,36.2226701814
205,36.6154292343
206,35.267458628
207,36.9344
208,38.0607462414
209,37.6619427042
210,38.1659187665
211,39.0364995363
212,38.9027307156
213,38.5364010016
214,37.3205741627
215,38.6265135606
216,38.0724024448
217,38.5123888334
218,38.2604821543
219,38.0795540917
220,39.0331056227
221,38.595742085
222,39.2694063927
223,38.7637073757
224,37.8725753036
225,37.8488767869
226,36.1022364217
227,36.5255642893
228,35.2112676056
229,34.2057335582
230,35.0701402806
231,36.4765494655
232,37.023981872
233,37.2654828387
234,38.2588449089
235,36.9933717266
236,35.6437598736
237,36.4565961555
238,37.3439225346
239,37.5460558441
240,37.3768961494
241,38.2372432074
242,37.8684030158
243,38.3738151659
244,37.8871051269
245,39.4790835518
246,39.0034930469
247,37.4783720755
248,38.3339731286
249,37.0328340142
250,36.4747338432
251,35.9727696166
252,36.142409494
253,33.9817467191
254,35.7466326057
255,35.7285928893
256,37.8126781078
257,37.112550813
258,37.870070718
259,37.6689371824
260,37.1576936266
261,36.9084176301
262,36.2067451256
263,36.870527879
264,37.9784329153
265,37.919556172
266,38.7101407641
267,37.1691660089
268,37.1909748462
269,38.5014306152
270,38.0402078775
271,38.4249274931
272,39.30057002
273,36.1844222723
274,38.5355585626
275,35.6796643276
276,35.9660529738
277,34.5363575717
278,34.982171799
279,36.1169367652
280,38.4517927277
281,38.208103245
282,38.609310548
283,36.7385192127
284,37.7070184596
285,37.3621923233
286,37.0425690814
287,37.8018505981
288,38.900327562
289,38.231001265
290,38.4
291,38.7042597588
292,38.1285069865
293,38.5178135966
294,39.4093618161
295,38.4929187192
296,37.2985781991
297,36.7229886839
298,36.025660844
299,36.2695056147
300,35.121291883
301,35.2175985834
302,34.4393518817
303,35.2370408961
304,38.1212349398
305,39.3685369883
306,38.4578658391
307,37.5767121056
308,36.4061653617
309,36.3841860036
310,37.7981488074
311,38.5020613834
312,37.6788705432
313,38.847574489
314,38.6924383178
315,39.0423764022
316,37.5928917609
317,38.3943547921
318,38.5054454796
319,39.4998558662
320,37.7922485486
321,36.2793235134
322,37.420285454
323,36.6157799274
324,35.8863771565
325,35.55
326,35.652518318
327,36.7670669835
328,37.3992130555
329,38.440535907
330,38.1868131868
331,37.8752510721
332,38.7135114576
333,36.7909903338
334,36.1851332398
335,37.1700443753
336,38.300399012
337,39.0853599457
338,38.9805393658
339,39.3357524443
340,38.73008825
341,38.6673181457
342,39.3869989896
343,39.3286985124
344,37.1756236397
345,38.6322833361
346,38.2427708929
347,36.9794903667
348,35.6560137714
349,36.2683156338
350,35.3767215771
351,36.6362534295
352,33.0833230236
353,42.8625330147
354,38.8969084566
355,39.3225661732
356,38.3795863216
357,38.0106485963
358,37.9559306142
359,37.8887754155
360,37.5571930839
361,38.1161444821
362,39.2682565546
363,38.920909382
364,37.8773069626
365,38.5233550979
366,38.8673497646
367,39.4355336212
368,37.7156097142
369,36.9339831635
370,36.845243165
371,36.1872695206
372,35.9400230681
373,35.5716075772
374,36.9291231874
375,35.9155394259
376,37.2174786539
377,38.9000060639
378,39.3229621861
379,38.6851094809
380,37.5387636965
381,38.1276847874
382,38.7082183726
383,36.3750231954
384,36.820083682
385,38.6264836614
386,38.576192401
387,38.5712808849
388,39.4087348428
389,38.5947046843
390,37.4087979032
391,39.3369815211
392,40.9804238796
393,37.3500719655
394,37.1635923798
395,36.1579024462
396,35.1084140188
397,35.079989154
398,36.1282051282
399,35.9858084136
400,37.6143340434
401,38.0323054332
402,37.0838323353
403,37.7099815758
404,36.3929226347
405,35.5712064392
406,36.7686788609
407,36.7896445968
408,37.5894766199
409,37.6700962496
410,37.6434287918
411,38.0333399484
412,37.155274171
413,37.5224524009
414,39.3297088982
415,39.181241885
416,38.2962155427
417,36.5422551882
418,36.0927660882
419,36.8718777549
420,35.4670662956
421,35.5002787068
422,33.7975518581
423,34.8272502436
424,28.8324928149
425,36.6106542724
426,38.0062721025
427,37.1651072238
428,37.3733700452
429,36.5708241177
430,35.9804791482
431,37.7870470039
432,37.7728944728
433,37.3561213812
434,37.2162634073
435,37.8244355349
436,37.138971988
437,37.6611530041
438,37.994047207
439,38.2306970928
440,37.6633855091
441,37.4151857835
442,37.530956848
443,37.3996092902
444,35.581061693
445,34.3201754386
446,35.7957197146
447,36.5807504078
448,36.6097051918
449,38.5011621333
450,37.4892466511
451,36.9727047146
452,36.9929964226
453,37.0566537407
454,37.0246033571
455,36.9958924571
456,38.6094126366
457,38.4278831973
458,37.5953815261
459,38.4122519144
460,36.9128984636
461,37.6780713503
462,38.6102002372
463,37.8792475728
464,37.7509721451
465,36.5269461078
466,36.0744344066
467,36.5552934013
468,35.7190486775
469,35.1304347826
470,35.1481130799
471,35.8912029433
472,38.1480294777
473,38.8245603054
474,37.8941333843
475,36.106351551
476,35.8115568642
477,36.6595724098
478,35.5890436925
479,36.4147870293
480,37.3538086037
481,37.4486036204
482,37.4499588703
483,37.4950478239
484,37.4468085106
485,37.6863068434
486,38.6044212162
487,38.6115755115
488,37.2805507745
489,36.8136582018
490,36.8686021144
491,37.0838396112
492,35.9107339305
493,36.8576537355
494,35.6355993622
495,37.7266817218
496,37.9451494065
497,37.8022276555
498,37.892887356
499,38.5675722245
500,38.3701818567
501,35.7044585987
502,38.0600689316
503,37.4598715891
504,38.1171960002
505,37.57730281
506,39.5438084428
507,38.9226270805
508,37.7461124579
509,38.6245878474
510,39.9094149094
511,39.2499379088
512,39.0042239597
513,35.068955812
514,35.732391816
515,35.860638022
516,35.4635239439
517,34.5466004885
518,35.2450469239
519,36.2775346201
520,37.5776397516
521,37.7728109387
522,38.3296863603
523,38.8375973304
524,37.5039099155
525,37.1746667318
526,38.1635313839
527,37.9585771338
528,37.9231982191
529,38.4078610083
530,37.9206881032
531,38.0626326964
532,36.9244523916
533,38.9771359807
534,39.4973691498
535,38.9545831137
536,40.0531144375
537,38.6436664975
538,37.753754745
539,37.7566774741
540,36.7527173913
541,36.2099207184
542,36.3877469832
543,37.7641824249
544,38.3422171648
545,38.5094305072
546,39.0531177829
547,38.7301762723
548,38.3260813924
549,37.4446224903
550,37.827510917
551,38.7654098803
552,38.0141713444
553,37.7802051672
554,38.4694780301
555,38.0807193427
556,37.8985743824
557,38.3168316832
558,39.3080450188
559,39.2610231986
560,38.8835877863
561,35.8367284188
562,37.1274927179
563,34.8556126511
564,35.6252106505
565,34.6716525618
566,36.034045871
567,35.8071135431
568,36.7903780069
569,37.8761432661
570,37.5792431867
571,37.3687315634
572,36.7972653169
