0,-37.2496498122
1,96.7088945021
2,118.777788046
3,350.712532705
4,356.259486227
5,367.688111734
6,527.577529827
7,621.23802526
8,687.650859168
9,707.930766878
10,890.252013046
11,890.47882464
12,894.41735979
13,859.549994125
14,1122.10121467
15,1105.86687935
16,1158.84807482
17,1264.558693
18,1299.9845835
19,1324.63026962
20,1378.44495913
21,1399.43776531
22,1380.86986578
23,1274.73444703
24,1448.7602571
25,1417.44591632
26,1416.30608014
27,1336.04031862
28,1391.54606934
29,1436.19649517
30,1478.64132875
31,1369.67935239
32,1374.98672418
33,1318.73905372
34,1204.10400588
35,1224.39894466
36,1182.93678195
37,1156.46693585
38,1176.27566287
39,1100.994422
40,986.047553365
41,918.859034657
42,911.87106006
43,835.401692013
44,688.812515797
45,614.598564512
46,604.736297905
47,552.202107874
48,419.655788344
49,400.090868538
50,289.39862965
51,145.781113843
52,121.449200277
53,-50.900816705
54,22.8757346705
55,-25.844004584
56,-250.442903219
57,-372.119124137
58,-352.758874919
59,-473.249758319
60,-394.147302619
61,-616.535849232
62,-643.160384596
63,-751.957648537
64,-864.528214779
65,-870.049293444
66,-1050.67353335
67,-906.592082184
68,-1038.27565546
69,-962.753663981
70,-1109.78800261
71,-1221.30551585
72,-1175.49947947
73,-1299.91163463
74,-1344.89300925
75,-1271.35028044
76,-1332.01656599
77,-1315.83575971
78,-1317.33353474
79,-1358.80732999
80,-1353.51964091
81,-1318.07802461
82,-1224.01574907
83,-1369.95553721
84,-1217.08197272
85,-1204.53438799
86,-1126.86199569
87,-1172.58283742
88,-1089.35379392
89,-1049.25677702
90,-1048.15791402
91,-886.964822685
92,-831.697627338
93,-798.067479447
94,-678.959553953
95,-673.570674743
96,-714.538041336
97,-598.058025198
98,-561.867492819
99,-438.04260948
100,-367.203146577
101,-245.465116306
102,-221.038272485
103,-72.3256989259
104,-37.7384959643
105,194.505575089
106,214.985334388
107,311.108957703
108,362.805461582
109,524.928970878
110,465.354189357
111,556.375057588
112,750.605901193
113,700.268230471
114,801.786983627
115,862.442673792
116,936.088111166
117,1004.77903225
118,1114.90855167
119,1133.44373368
120,1169.22622859
121,1333.97894316
122,1286.88144795
123,1332.72084752
124,1376.89849521
125,1461.31556052
126,1443.56390837
127,1471.23539053
128,1452.61338925
129,1490.1913895
130,1524.47961401
131,1490.75074616
132,1559.9661148
133,1430.80272979
134,1533.03124031
135,1406.57661082
136,1463.02523292
137,1425.43122891
