anomalyID, srcIP, srcPort, dstIP, dstPort, taxonomy, heuristic, distance, nbDetectors, label
0,209.254.150.131,,213.26.97.110,,ipv4gretun,-0.20551,2,suspicious
0,171.170.54.15,55266,206.56.130.98,80,ipv4gretun,-0.20551,2,suspicious
1,171.170.90.99,,81.71.49.235,443,alphfl,-0.29942,5,suspicious
2,210.239.49.96,,171.117.182.176,53,alphfl,-0.45983,3,suspicious
3,18.175.25.212,,,10000,ntscSYNt,-0.42111,4,suspicious
4,56.232.167.2,12200,,443,ntscSYNt,-0.42111,4,suspicious
5,117.183.8.103,,,23,ntscSYNt,-0.462598,4,suspicious
6,,,211.209.193.250,,ntscTCPICdurp,-0.42111,4,suspicious
7,,,77.16.56.174,,ntscTCPICdurp,-0.24703,5,suspicious
8,,,103.240.96.175,,ntscTCPICdurp,-0.42111,4,suspicious
9,144.173.184.74,,209.254.144.115,53,mptpla,-0.39065,4,suspicious
9,99.72.189.111,,209.254.144.115,53,mptpla,-0.39065,4,suspicious
10,223.26.192.199,27093,,22,ntscSYNt,-0.42111,4,suspicious
11,,1723,146.193.148.180,,ntscTCPRSTACKrp,-0.462598,4,suspicious
12,144.130.127.213,,,23,ntscSYNt,-0.462598,4,suspicious
13,,,213.2.47.156,,ntscUDPUDPICrp,-0.16437,6,suspicious
14,107.0.103.104,,,23,ntscSYNt,-0.462598,4,suspicious
15,,,171.183.106.223,80,mptpHTTP,-0.30993,4,suspicious
16,,,0.0.0.0,,empty,-0.23154,1,suspicious
17,174.147.9.39,,172.3.57.66,80,alphflHTTP,-0.14929,2,suspicious
18,202.28.51.238,80,132.95.157.2,,salphfl,-0.14929,2,suspicious
19,171.170.149.253,52569,206.56.157.142,443,alphfl,-0.14929,2,suspicious
19,171.170.149.253,52568,206.56.157.142,443,alphfl,-0.14929,2,suspicious
19,171.170.149.253,52567,206.56.157.142,443,alphfl,-0.14929,2,suspicious
19,171.170.149.253,52566,206.56.157.142,443,alphfl,-0.14929,2,suspicious
19,171.170.149.253,52565,206.56.157.142,443,alphfl,-0.14929,2,suspicious
20,0.0.0.0,,,,empty,-0.23154,1,suspicious
21,171.183.186.9,22,120.113.108.216,,ptmpla,-0.14929,2,suspicious
21,171.183.186.9,22,120.113.108.157,,ptmpla,-0.14929,2,suspicious
22,203.40.76.235,,,5900,sntscSYNt,-0.14929,2,suspicious
22,203.40.76.235,,,5901,sntscSYNt,-0.14929,2,suspicious
23,31.209.150.152,443,171.183.229.115,55144,ptmpla,-0.14929,2,suspicious
23,31.209.150.152,443,171.183.229.96,64840,ptmpla,-0.14929,2,suspicious
23,31.209.150.152,443,171.183.229.107,60016,ptmpla,-0.14929,2,suspicious
23,31.209.150.152,443,171.183.229.104,59522,ptmpla,-0.14929,2,suspicious
24,132.95.174.36,8252,,,ntscUDP,-0.14929,2,suspicious
25,,,0.0.0.0,,empty,-0.15653,1,suspicious
26,0.0.0.0,,,,empty,-0.15653,1,suspicious
27,,53,132.95.6.215,,ntscUDPUDPrp,-0.37487,3,suspicious
28,,,171.183.156.11,,ntscUDPUDPrp,-0.37487,3,suspicious
28,,,208.107.31.235,64644,ntscUDPUDPrp,-0.37487,3,suspicious
29,,,81.71.53.85,443,mptp,-0.29942,5,suspicious
29,,,81.71.53.85,80,mptp,-0.29942,5,suspicious
30,,,16.65.246.11,,ntscTCPICdurp,-0.37487,3,suspicious
30,,,194.175.43.37,,ntscTCPICdurp,-0.37487,3,suspicious
31,,,194.175.43.50,,ntscTCPICdurp,-0.05551,3,suspicious
32,,,209.254.145.214,26123,ntscUDPUDPrp,-0.37487,3,suspicious
32,,,209.254.145.214,27045,ntscUDPUDPrp,-0.37487,3,suspicious
33,144.173.184.74,,209.254.150.216,53,mptpla,-0.39065,4,suspicious
33,99.72.189.111,,209.254.150.216,53,mptpla,-0.39065,4,suspicious
34,22.195.193.45,,209.254.145.172,,DDoSIC,-0.14929,2,suspicious
34,22.195.193.45,,208.97.133.123,,DDoSIC,-0.14929,2,suspicious
34,22.195.193.45,,208.97.133.54,,DDoSIC,-0.14929,2,suspicious
34,22.195.193.45,,,33435,DDoSIC,-0.14929,2,suspicious
34,16.19.246.177,,209.254.145.172,,DDoSIC,-0.14929,2,suspicious
34,16.19.246.177,,208.97.133.123,,DDoSIC,-0.14929,2,suspicious
34,16.19.246.177,,208.97.133.54,,DDoSIC,-0.14929,2,suspicious
34,16.19.246.177,,,33435,DDoSIC,-0.14929,2,suspicious
34,,,209.254.145.172,,DDoSIC,-0.14929,2,suspicious
34,,,209.254.145.172,33435,DDoSIC,-0.14929,2,suspicious
34,,,209.254.145.172,,DDoSIC,-0.14929,2,suspicious
34,,,208.97.133.123,,DDoSIC,-0.14929,2,suspicious
34,,,208.97.133.123,33435,DDoSIC,-0.14929,2,suspicious
34,,,208.97.133.123,,DDoSIC,-0.14929,2,suspicious
34,,,208.97.133.54,,DDoSIC,-0.14929,2,suspicious
34,,,208.97.133.54,33435,DDoSIC,-0.14929,2,suspicious
34,,,208.97.133.54,,DDoSIC,-0.14929,2,suspicious
34,22.195.193.45,,,,DDoSIC,-0.14929,2,suspicious
34,16.19.246.177,,,,DDoSIC,-0.14929,2,suspicious
35,,,171.165.112.112,24091,mptp,-0.46626,2,suspicious
35,,,171.165.112.112,4605,mptp,-0.46626,2,suspicious
36,,,171.183.109.104,,icmp_error,-0.46626,2,suspicious
37,,,209.254.149.87,,icmp_error,-0.46626,2,suspicious
38,,,174.147.198.122,,icmp_error,-0.46626,2,suspicious
39,,,171.183.13.146,6881,ntscUDPUDPrp,-0.46626,2,suspicious
40,,,209.254.155.75,6881,ntscUDPUDPrp,-0.46626,2,suspicious
41,,,171.183.107.248,53,ntscUDPUDPrp,-0.46626,2,suspicious
42,,,171.183.122.7,6881,ntscUDPUDPrp,-0.46626,2,suspicious
43,,,209.254.145.224,53,ntscUDPUDPrp,-0.46626,2,suspicious
44,,,106.201.170.249,,ntscUDPICdurp,-0.46626,2,suspicious
45,,,171.183.110.82,,icmp_error,-0.46626,2,suspicious
46,77.16.56.174,,,8080,ntscSYNt,-0.42111,4,suspicious
47,,53,179.250.222.71,,mptp,-0.37487,3,suspicious
47,,,179.250.222.71,,mptp,-0.37487,3,suspicious
48,209.254.153.27,80,,,ptmpHTTP,-0.45983,3,suspicious
49,,,209.254.139.106,53,ntscUDPUDPrp,-0.45983,3,suspicious
50,,,209.254.153.20,,mptp,-0.37487,3,suspicious
51,208.107.31.235,,148.102.169.96,49866,alphfl,-0.46626,2,suspicious
51,208.107.31.235,,148.102.169.96,54575,alphfl,-0.46626,2,suspicious
52,,,102.11.55.207,,ntscTCPICdurp,-0.45983,3,suspicious
53,,,68.73.219.82,,ntscTCPICdurp,-0.46626,2,suspicious
54,,,132.95.109.217,6881,ntscUDPUDPrp,-0.46626,2,suspicious
55,,,209.254.145.214,26123,mptmp,-0.3337,2,suspicious
55,,80,208.97.165.68,,mptmp,-0.3337,2,suspicious
56,,,209.254.151.82,53,ntscUDPUDPrp,-0.46626,2,suspicious
57,,,179.250.232.228,6881,ntscUDPUDPrp,-0.46626,2,suspicious
58,,80,171.183.228.216,,mptpHTTP,-0.37487,3,suspicious
59,,,16.59.99.217,,ntscTCPICdurp,-0.37487,3,suspicious
60,,,179.250.78.140,14365,mptp,-0.46626,2,suspicious
60,,,179.250.78.140,9307,mptp,-0.46626,2,suspicious
61,48.243.158.181,,209.254.147.168,53,alphfl,-0.46626,2,suspicious
62,,,171.183.207.251,17832,ntscUDPUDPrp,-0.46626,2,suspicious
63,,,209.254.144.2,,icmp_error,-0.46626,2,suspicious
64,,,103.215.170.203,,ntscTCPICdurp,-0.39065,4,suspicious
65,,53,174.147.78.184,,ntscUDPUDPrp,-0.46626,2,suspicious
65,,,174.147.78.184,53,ntscUDPUDPrp,-0.46626,2,suspicious
66,,53,179.250.221.27,,ntscUDPUDPrp,-0.46626,2,suspicious
67,,53,174.147.241.46,,ntscUDPUDPrp,-0.46626,2,suspicious
67,,,174.147.241.46,53,ntscUDPUDPrp,-0.46626,2,suspicious
68,,53,208.107.25.139,,ntscUDPUDPrp,-0.46626,2,suspicious
68,,,208.107.25.139,53,ntscUDPUDPrp,-0.46626,2,suspicious
69,,53,132.95.6.251,,ntscUDPUDPrp,-0.46626,2,suspicious
70,,,209.254.151.80,53,ntscUDPUDPrp,-0.46626,2,suspicious
71,,,153.236.36.65,,ntscUDPICdurp,-0.46626,2,suspicious
72,,,209.254.146.124,61963,mptp,-0.46626,2,suspicious
